year_number,depletion_limit,continent,country,gcam_basin_id,Basin_long_name,grid_id,grid_area,permeability,porosity,total_thickness,depth_to_water,orig_aqfr_sat_thickness,aqfr_sat_thickness,hydraulic_conductivity,transmissivity,radius_of_influence,areal_extent,max_drawdown,drawdown,drawdown_interference,total_head,well_yield,volume_produced_perwell,cumulative_vol_produced_perwell,number_of_wells,volume_produced_allwells,cumulative_vol_produced_allwells,available_volume,depleted_vol_fraction,well_installation_cost, annual_capital_cost,maintenance_cost,nonenergy_cost,power,energy,energy_cost_rate,energy_cost,total_cost_perwell,total_cost_allwells,unit_cost,unit_cost_per_km3,unit_cost_per_acreft,whyclass,total_well_length
38, 0.25, Au, Australia, 189, Australia_East_Coast, 72548, 2481987925.9, -12.6749999921, 0.260416675359, 275.033333333, 79.54066524397233, 238.11666666629998, 195.49266808902763, 2.113489078281905e-06, 0.0004131716188903494, 480.987654964151, 726804.7090888444, Max_Drawdown, 83.19969067780268, 0.0, 162.740355921775, 0.025236274621140427, 218041.41272665327, 8285573.683612833, 3414.930991588557, 744596377.7699999, 28294662355.260006, 153906956080.24225, 0.18384264802500583, 22558.508318219323, 9048590.192742467, 5392502.44259268, 14441092.635335147, 196349.8048042777, 471239531.53026646, 0.061, 28745611.423346255, 12646.435364303457, 43186704.0586814, 0.05800015330187577, 58000153.30187577, 71.54202909479773, 10, 275.033333333
39, 0.25, Au, Australia, 189, Australia_East_Coast, 72548, 2481987925.9, -12.6749999921, 0.260416675359, 275.033333333, 80.69266520552023, 238.11666666629998, 194.34066812747974, 2.113489078281905e-06, 0.00041073687955343674, 480.987654964151, 726804.7090888444, Max_Drawdown, 84.01453083871891, 0.0, 164.70719604423914, 0.025236274621140427, 218041.41272665327, 8503615.096339487, 3414.930991588557, 744596377.7699999, 29039258733.030006, 153906956080.24225, 0.1886806124467165, 22558.508318219323, 9048590.192742467, 5392502.44259268, 14441092.635335147, 198722.84050239724, 476934817.2057534, 0.061, 29093023.849550955, 12748.168730822556, 43534116.4848861, 0.05846673148648254, 58466731.486482546, 72.1175439539465, 10, 275.033333333
40, 0.25, Au, Australia, 189, Australia_East_Coast, 72548, 2481987925.9, -12.6749999921, 0.260416675359, 275.033333333, 81.84466516706813, 238.11666666629998, 193.18866816593186, 2.113489078281905e-06, 0.00040830214021652414, 480.987654964151, 726804.7090888444, Max_Drawdown, 84.8525183943762, 0.0, 166.69718356144432, 0.025236274621140427, 218041.41272665327, 8721656.50906614, 3414.930991588557, 744596377.7699999, 29783855110.800007, 153906956080.24225, 0.1935185768684272, 22558.508318219323, 9048590.192742467, 5392502.44259268, 14441092.635335147, 201123.80403939483, 482697129.6945476, 0.061, 29444524.9113674, 12851.09937940147, 43885617.54670255, 0.058938800747508444, 58938800.747508444, 72.69983194603671, 10, 275.033333333
41, 0.25, Au, Australia, 189, Australia_East_Coast, 72548, 2481987925.9, -12.6749999921, 0.260416675359, 275.033333333, 82.99666512861603, 238.11666666629998, 192.03666820438394, 2.113489078281905e-06, 0.00040586740087961143, 480.987654964151, 726804.7090888444, Max_Drawdown, 85.71494930621306, 0.0, 168.71161443482907, 0.025236274621140427, 218041.41272665327, 8939697.921792794, 3414.930991588557, 744596377.7699999, 30528451488.570007, 153906956080.24225, 0.19835654129013788, 22558.508318219323, 9048590.192742467, 5392502.44259268, 14441092.635335147, 203554.2590211384, 488530221.65073216, 0.061, 29800343.520694662, 12955.294342697562, 44241436.156029806, 0.05941666851580582, 59416668.51580582, 73.28927228087616, 10, 275.033333333
42, 0.25, Au, Australia, 189, Australia_East_Coast, 72548, 2481987925.9, -12.6749999921, 0.260416675359, 275.033333333, 84.14866509016393, 238.11666666629998, 190.88466824283603, 2.113489078281905e-06, 0.0004034326615426987, 480.987654964151, 726804.7090888444, Max_Drawdown, 86.60323620111554, 0.0, 170.75190129127947, 0.025236274621140427, 218041.41272665327, 9157739.334519448, 3414.930991588557, 744596377.7699999, 31273047866.340008, 153906956080.24225, 0.20319450571184855, 22558.508318219323, 9048590.192742467, 5392502.44259268, 14441092.635335147, 206015.90981291456, 494438183.55099493, 0.061, 30160729.19661069, 13060.826687803132, 44601821.83194584, 0.05990066989786378, 59900669.89786378, 73.88627830561701, 10, 275.033333333
43, 0.25, Au, Australia, 189, Australia_East_Coast, 72548, 2481987925.9, -12.6749999921, 0.260416675359, 275.033333333, 85.30066505171183, 238.11666666629998, 189.73266828128814, 2.113489078281905e-06, 0.0004009979222057861, 480.987654964151, 726804.7090888444, Max_Drawdown, 87.51892334976215, 0.0, 172.819588401474, 0.025236274621140427, 218041.41272665327, 9375780.747246101, 3414.930991588557, 744596377.7699999, 32017644244.11001, 153906956080.24225, 0.20803247013355924, 22558.508318219323, 9048590.192742467, 5392502.44259268, 14441092.635335147, 208510.61961112934, 500425487.0667104, 0.061, 30525954.711069334, 13167.776290989328, 44967047.34640448, 0.06039117122900436, 60391171.22900436, 74.4913018875523, 10, 275.033333333
44, 0.25, Au, Australia, 189, Australia_East_Coast, 72548, 2481987925.9, -12.6749999921, 0.260416675359, 275.033333333, 86.45266501325973, 238.11666666629998, 188.58066831974025, 2.113489078281905e-06, 0.00039856318286887347, 480.987654964151, 726804.7090888444, Max_Drawdown, 88.46370419614252, 0.0, 174.91636920940226, 0.025236274621140427, 218041.41272665327, 9593822.159972755, 3414.930991588557, 744596377.7699999, 32762240621.88001, 153906956080.24225, 0.2128704345552699, 22558.508318219323, 9048590.192742467, 5392502.44259268, 14441092.635335147, 211040.43159305697, 506497035.8233367, 0.061, 30896319.18522354, 13276.230744407703, 45337411.82055868, 0.06088857423177401, 60888574.23177401, 75.1048385434086, 10, 275.033333333
45, 0.25, Au, Australia, 189, Australia_East_Coast, 72548, 2481987925.9, -12.6749999921, 0.260416675359, 275.033333333, 87.60466497480763, 238.11666666629998, 187.42866835819234, 2.113489078281905e-06, 0.00039612844353196076, 480.987654964151, 726804.7090888444, Max_Drawdown, 89.43944198883378, 0.0, 177.0441069636414, 0.025236274621140427, 218041.41272665327, 9811863.572699409, 3414.930991588557, 744596377.7699999, 33506836999.65001, 153906956080.24225, 0.2177083989769806, 22558.508318219323, 9048590.192742467, 5392502.44259268, 14441092.635335147, 213607.59380892655, 512658225.1414237, 0.061, 31272151.733626846, 13386.286423227872, 45713244.36896199, 0.06139332091014074, 61393320.910140745, 75.7274334762404, 10, 275.033333333
46, 0.25, Au, Australia, 189, Australia_East_Coast, 72548, 2481987925.9, -12.6749999921, 0.260416675359, 275.033333333, 88.75666493635553, 238.11666666629998, 186.27666839664442, 2.113489078281905e-06, 0.0003936937041950481, 480.987654964151, 726804.7090888444, Max_Drawdown, 90.44819421060735, 0.0, 179.2048591469629, 0.025236274621140427, 218041.41272665327, 10029904.985426063, 3414.930991588557, 744596377.7699999, 34251433377.42001, 153906956080.24225, 0.22254636339869127, 22558.508318219323, 9048590.192742467, 5392502.44259268, 14441092.635335147, 216214.58865677804, 518915012.7762673, 0.061, 31653815.779352304, 13498.049749241063, 46094908.414687455, 0.061905899344739786, 61905899.34473979, 76.35968872374963, 10, 275.033333333
47, 0.25, Au, Australia, 189, Australia_East_Coast, 72548, 2481987925.9, -12.6749999921, 0.260416675359, 275.033333333, 89.90866489790344, 238.11666666629998, 185.12466843509654, 2.113489078281905e-06, 0.00039125896485813546, 480.987654964151, 726804.7090888444, Max_Drawdown, 91.49224169545556, 0.0, 181.400906593359, 0.025236274621140427, 218041.41272665327, 10247946.398152716, 3414.930991588557, 744596377.7699999, 34996029755.19001, 153906956080.24225, 0.22738432782040197, 22558.508318219323, 9048590.192742467, 5392502.44259268, 14441092.635335147, 218864.16801279274, 525274003.2307026, 0.061, 32041714.197072856, 13611.638696917018, 46482806.832408, 0.06242685060007932, 62426850.60007932, 77.00227167818583, 10, 275.033333333
48, 0.25, Au, Australia, 189, Australia_East_Coast, 72548, 2481987925.9, -12.6749999921, 0.260416675359, 275.033333333, 91.06066485945134, 238.11666666629998, 183.97266847354865, 2.113489078281905e-06, 0.0003888242255212228, 480.987654964151, 726804.7090888444, Max_Drawdown, 92.57412357873092, 0.0, 183.63478843818226, 0.025236274621140427, 218041.41272665327, 10465987.81087937, 3414.930991588557, 744596377.7699999, 35740626132.96001, 153906956080.24225, 0.2322222922421126, 22558.508318219323, 9048590.192742467, 5392502.44259268, 14441092.635335147, 221559.39539940175, 531742548.9585642, 0.061, 32436295.486472417, 13727.18460117437, 46877388.12180756, 0.06295677701549017, 62956777.01549017, 77.65592531306682, 10, 275.033333333
49, 0.25, Au, Australia, 189, Australia_East_Coast, 72548, 2481987925.9, -12.6749999921, 0.260416675359, 275.033333333, 92.21266482099924, 238.11666666629998, 182.82066851200074, 2.113489078281905e-06, 0.00038638948618431015, 480.987654964151, 545103.5318166332, Max_Drawdown, 63.183035376695976, 0.0, 155.39570019769522, 0.01892720596585532, 163531.05954498996, 10629518.87042436, 4553.241322118077, 744596377.77, 36485222510.73, 153906956080.24225, 0.23706025666382327, 22558.508318219323, 11646774.444954487, 6940888.945674301, 18587663.39062879, 187488.31676334658, 449971960.23203176, 0.061, 27448289.574153937, 10110.589294082863, 46035952.96478273, 0.061826721616154406, 61826721.61615441, 76.26202457909415, 10, 275.033333333
50, 0.25, Au, Australia, 189, Australia_East_Coast, 72548, 2481987925.9, -12.6749999921, 0.260416675359, 275.033333333, 93.36466478254714, 238.11666666629998, 181.66866855045282, 2.113489078281905e-06, 0.00038395474684739745, 480.987654964151, 545103.5318166332, Max_Drawdown, 63.760733563409055, 0.0, 157.1253983459562, 0.01892720596585532, 163531.05954498996, 10793049.92996935, 4553.241322118077, 744596377.77, 37229818888.5, 153906956080.24225, 0.24189822108553394, 22558.508318219323, 11646774.444954487, 6940888.945674301, 18587663.39062879, 189575.2354741832, 454980565.13803965, 0.061, 27753814.47342042, 10177.689822618951, 46341477.86404921, 0.06223704445465854, 62237044.45465854, 76.76814959393222, 10, 275.033333333
51, 0.25, Au, Australia, 189, Australia_East_Coast, 72548, 2481987925.9, -12.6749999921, 0.260416675359, 275.033333333, 94.51666474409504, 238.11666666629998, 180.51666858890493, 2.113489078281905e-06, 0.0003815200075104848, 480.987654964151, 545103.5318166332, Max_Drawdown, 64.352515232137, 0.0, 158.86917997623203, 0.01892720596585532, 163531.05954498996, 10956580.98951434, 4553.241322118077, 744596377.77, 37974415266.27, 153906956080.24225, 0.24673618550724458, 22558.508318219323, 11646774.444954487, 6940888.945674301, 18587663.39062879, 191679.14621461762, 460029950.9150823, 0.061, 28061827.005820017, 10245.336694508516, 46649490.396448806, 0.06265070820806286, 62650708.20806286, 77.27839556048137, 10, 275.033333333
